Last Login Date,Login IP Address,Login Country,Login City,Login Platform,Login Application Version,Last Known Mobile Location,Mobile Client Location Accuracy,Last Known Mobile Client Type
2020-05-16T18:20:14Z,151.197.32.229,US,Chalfont,iphone,8.18.20,,,"iOS 13.4 iPhone10,4"
