Last Login Date,Login IP Address,Login Country,Login City,Login Platform,Login Application Version,Last Known Mobile Location,Mobile Client Location Accuracy,Last Known Mobile Client Type
2020-04-29T19:06:46Z,172.30.4.215,,,ruby,8.18.0,,,"iOS 13.4 iPhone10,4"
